severity,graphicId,displayName,usage,maps,impact,category,suggested,confidence,hasPreview,classicAssetPath,sourceTexturePath,sourceExt,sourceExists,sourceLoadsAsTexture,cropValid,cropInsideTexture,fallbackCandidates,issues,classificationReason
"WARNING",60939,"GRH 60939 (tex_5087.png)",139,6,289,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60939.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.99, sat 0.54"
"WARNING",6032,"GRH 6032 (tex_6000.png)",38,10,288,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6032.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.63, sat 0.69"
"WARNING",6034,"GRH 6034 (tex_6000.png)",38,10,288,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6034.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.69, sat 0.69"
"WARNING",6045,"GRH 6045 (tex_6000.png)",38,10,288,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6045.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.70"
"WARNING",6061,"GRH 6061 (tex_6000.png)",38,10,288,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6061.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.60, sat 0.69"
"WARNING",6080,"GRH 6080 (tex_6001.png)",63,9,288,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6080.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6001.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.91, sat 0.71"
"WARNING",6081,"GRH 6081 (tex_6001.png)",63,9,288,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6081.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6001.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.87, sat 0.71"
"WARNING",6082,"GRH 6082 (tex_6001.png)",63,9,288,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6082.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6001.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.83, sat 0.71"
"WARNING",60935,"GRH 60935 (tex_5087.png)",138,6,288,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_60935.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.98, sat 0.54"
"WARNING",6033,"GRH 6033 (tex_6000.png)",37,10,287,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6033.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.50, sat 0.68"
"WARNING",6038,"GRH 6038 (tex_6000.png)",37,10,287,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6038.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.92, sat 0.67"
"WARNING",6060,"GRH 6060 (tex_6000.png)",37,10,287,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6060.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.53, sat 0.68"
"WARNING",6036,"GRH 6036 (tex_6000.png)",36,10,286,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6036.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.64, sat 0.69"
"WARNING",6462,"GRH 6462 (tex_6215.png)",36,10,286,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6462.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.72"
"WARNING",6463,"GRH 6463 (tex_6215.png)",36,10,286,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6463.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.73"
"WARNING",6037,"GRH 6037 (tex_6000.png)",35,10,285,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6037.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.96, sat 0.66"
"WARNING",6412,"GRH 6412 (tex_6215.png)",35,10,285,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6412.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.90, sat 0.72"
"WARNING",7716,"GRH 7716 (sin textura)",160,5,285,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",7717,"GRH 7717 (sin textura)",160,5,285,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",49558,"GRH 49558 (tex_5068_padded.asset)",110,7,285,"Transition","Transition",0.887,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_49558.asset","Assets/AOMigrator/MapVisualV063/Generated/PaddedTextures/tex_5068_padded.asset",".asset",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Transición: Layer2 100%, cobertura 51%, edge 0.08"
"WARNING",6083,"GRH 6083 (tex_6001.png)",59,9,284,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6083.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6001.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.71"
"WARNING",6460,"GRH 6460 (tex_6215.png)",33,10,283,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6460.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.89, sat 0.72"
"WARNING",6461,"GRH 6461 (tex_6215.png)",33,10,283,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6461.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.95, sat 0.73"
"WARNING",61580,"GRH 61580 (tex_5087.png)",32,10,282,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61580.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.70"
"WARNING",6053,"GRH 6053 (tex_6000.png)",55,9,280,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6053.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.97, sat 0.66"
"WARNING",6052,"GRH 6052 (tex_6000.png)",52,9,277,"Grass","Grass",0.987,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6052.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.41, sat 0.69"
"WARNING",6049,"GRH 6049 (tex_6000.png)",49,9,274,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6049.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.50, sat 0.69"
"WARNING",61895,"GRH 61895 (tex_5087.png)",23,10,273,"Grass","Grass",0.994,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61895.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.42, sat 0.61"
"WARNING",6048,"GRH 6048 (tex_6000.png)",47,9,272,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6048.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6000.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.78, sat 0.70"
"WARNING",17031,"GRH 17031 (tex_5041.png)",21,10,271,"Transition","Transition",0.881,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_17031.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5041.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Transición: Layer2 100%, cobertura 55%, edge 0.50"
"WARNING",61886,"GRH 61886 (tex_5087.png)",21,10,271,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61886.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.79, sat 0.67"
"WARNING",61887,"GRH 61887 (tex_5087.png)",21,10,271,"Grass","Grass",0.892,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61887.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.30, sat 0.59"
"WARNING",61890,"GRH 61890 (tex_5087.png)",21,10,271,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61890.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.79, sat 0.67"
"WARNING",61891,"GRH 61891 (tex_5087.png)",21,10,271,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61891.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.56, sat 0.63"
"WARNING",61894,"GRH 61894 (tex_5087.png)",21,10,271,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61894.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.75, sat 0.65"
"WARNING",61898,"GRH 61898 (tex_5087.png)",21,10,271,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61898.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.82, sat 0.68"
"WARNING",61100,"GRH 61100 (tex_5087.png)",20,10,270,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61100.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.91, sat 0.57"
"WARNING",61101,"GRH 61101 (tex_5087.png)",20,10,270,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61101.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.86, sat 0.58"
"WARNING",61104,"GRH 61104 (tex_5087.png)",20,10,270,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61104.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.68, sat 0.65"
"WARNING",61386,"GRH 61386 (tex_5087.png)",20,10,270,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61386.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.71, sat 0.65"
"WARNING",61387,"GRH 61387 (tex_5087.png)",19,10,269,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61387.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.79, sat 0.57"
"WARNING",6427,"GRH 6427 (tex_6215.png)",18,10,268,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6427.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.72"
"WARNING",6429,"GRH 6429 (tex_6215.png)",18,10,268,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6429.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.93, sat 0.48"
"WARNING",61105,"GRH 61105 (tex_5087.png)",18,10,268,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61105.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.59, sat 0.63"
"WARNING",61108,"GRH 61108 (tex_5087.png)",18,10,268,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61108.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.81, sat 0.65"
"WARNING",61109,"GRH 61109 (tex_5087.png)",18,10,268,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61109.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.84, sat 0.67"
"WARNING",61112,"GRH 61112 (tex_5087.png)",18,10,268,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61112.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.87, sat 0.68"
"WARNING",61115,"GRH 61115 (tex_5087.png)",18,10,268,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61115.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.70"
"WARNING",61375,"GRH 61375 (tex_5087.png)",18,10,268,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61375.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.94, sat 0.56"
"WARNING",61379,"GRH 61379 (tex_5087.png)",18,10,268,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61379.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.93, sat 0.53"
"WARNING",61383,"GRH 61383 (tex_5087.png)",18,10,268,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61383.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.92, sat 0.55"
"WARNING",61114,"GRH 61114 (tex_5087.png)",17,10,267,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61114.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.91, sat 0.70"
"WARNING",61374,"GRH 61374 (tex_5087.png)",17,10,267,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61374.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.96, sat 0.57"
"WARNING",61378,"GRH 61378 (tex_5087.png)",17,10,267,"Grass","Grass",0.821,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61378.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.22, sat 0.58"
"WARNING",61382,"GRH 61382 (tex_5087.png)",17,10,267,"Grass","Grass",0.863,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61382.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.27, sat 0.52"
"WARNING",6431,"GRH 6431 (tex_6215.png)",16,10,266,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6431.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.73"
"WARNING",6417,"GRH 6417 (tex_6215.png)",15,10,265,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6417.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.73, sat 0.69"
"WARNING",6421,"GRH 6421 (tex_6215.png)",15,10,265,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6421.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.43, sat 0.61"
"WARNING",6422,"GRH 6422 (tex_6215.png)",15,10,265,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6422.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.87, sat 0.71"
"WARNING",6425,"GRH 6425 (tex_6215.png)",15,10,265,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6425.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.99, sat 0.45"
"WARNING",6426,"GRH 6426 (tex_6215.png)",15,10,265,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6426.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.44, sat 0.60"
"WARNING",6430,"GRH 6430 (tex_6215.png)",15,10,265,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6430.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.95, sat 0.47"
"WARNING",6418,"GRH 6418 (tex_6215.png)",14,10,264,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_6418.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_6215.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.70, sat 0.68"
"WARNING",61456,"GRH 61456 (tex_5087.png)",37,9,262,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61456.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.70, sat 0.65"
"WARNING",61457,"GRH 61457 (tex_5087.png)",37,9,262,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61457.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.63, sat 0.64"
"WARNING",61460,"GRH 61460 (tex_5087.png)",37,9,262,"Dirt","Dirt",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61460.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio marrón 0.89, sat 0.60"
"WARNING",61461,"GRH 61461 (tex_5087.png)",37,9,262,"Grass","Grass",0.906,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61461.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.32, sat 0.61"
"WARNING",61464,"GRH 61464 (tex_5087.png)",37,9,262,"Grass","Grass",0.824,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61464.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.23, sat 0.59"
"WARNING",61465,"GRH 61465 (tex_5087.png)",37,9,262,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61465.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.54, sat 0.63"
"WARNING",61452,"GRH 61452 (tex_5087.png)",36,9,261,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61452.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.93, sat 0.70"
"WARNING",61129,"GRH 61129 (sin textura)",35,9,260,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61453,"GRH 61453 (tex_5087.png)",35,9,260,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61453.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.92, sat 0.69"
"WARNING",61117,"GRH 61117 (sin textura)",34,9,259,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61121,"GRH 61121 (sin textura)",34,9,259,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61125,"GRH 61125 (sin textura)",34,9,259,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61124,"GRH 61124 (sin textura)",33,9,258,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61128,"GRH 61128 (sin textura)",33,9,258,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61116,"GRH 61116 (sin textura)",32,9,257,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61120,"GRH 61120 (sin textura)",32,9,257,"Unclassified","Unclassified",0.150,0,"","","",0,0,0,1,0,"NO_CLASSIC_SPRITE|NO_SOURCE_TEXTURE_PATH|INVALID_CROP_DIMENSIONS","No se pudo analizar el sprite."
"WARNING",61758,"GRH 61758 (tex_5087.png)",31,9,256,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61758.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.85, sat 0.69"
"WARNING",61762,"GRH 61762 (tex_5087.png)",31,9,256,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61762.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.81, sat 0.68"
"WARNING",61766,"GRH 61766 (tex_5087.png)",31,9,256,"Grass","Grass",0.928,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61766.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.34, sat 0.58"
"WARNING",61770,"GRH 61770 (tex_5087.png)",31,9,256,"Grass","Grass",1.000,1,"Assets/AOMigrator/MapVisualV063/Generated/Sprites/GRH_61770.asset","Assets/AOMigrator/MapVisualV063/Textures/tex_5087.png",".png",1,1,0,0,1,"INVALID_CROP_DIMENSIONS","Predominio verde 0.87, sat 0.69"
